evidence_id,provisional_entity_id,evidence_type,source_id,source_url,source_title,evidence_text,evidence_confidence
dst_identity_evidence_053cd89d2ddeecda0932,dst_provisional_programme_6af5f3423a81e65452dd,OFFICIAL_DOCUMENT_GUIDELINE,dst_doc_fa0f9e6d43d078e35778,https://dst.gov.in/sites/default/files/Agencies%20instructions%20for%20UC%20module%20.pdf,Agencies%20instructions%20for%20UC%20module%20.pdf,Revised guidelines for Utilization Certificate Submission,0.9300
dst_identity_evidence_c0f1f52a542f2ff6f478,dst_provisional_programme_6af5f3423a81e65452dd,OFFICIAL_DOCUMENT_SANCTION_ORDER,dst_doc_552fac6b72c098025228,https://dst.gov.in/sites/default/files/NCSTC%20Projects%20sanctioned%202017-18.pdf,NCSTC%20Projects%20sanctioned%202017-18.pdf,2017-18,0.9200
dst_identity_evidence_05e4054b63d9e94aab00,dst_provisional_programme_6af5f3423a81e65452dd,OFFICIAL_DOCUMENT_SANCTION_ORDER,dst_doc_498611b2068e25e52a6c,https://dst.gov.in/sites/default/files/Projects%20sanctioned%20during%20the%20financial%20Year%202018-19.pdf,Projects%20sanctioned%20during%20the%20financial%20Year%202018-19.pdf,2018-19,0.9200
dst_identity_evidence_93629dcc27604d1a67ac,dst_provisional_programme_6af5f3423a81e65452dd,OFFICIAL_DOCUMENT_SANCTION_ORDER,dst_doc_827cc6f1638137ec02dd,https://dst.gov.in/sites/default/files/Project%20Sanctioned%20during%20the%20financial%20year%202019-20.pdf,Project%20Sanctioned%20during%20the%20financial%20year%202019-20.pdf,2019-20,0.9200
dst_identity_evidence_5868e160a0379db5cc38,dst_provisional_programme_6af5f3423a81e65452dd,OFFICIAL_DOCUMENT_SANCTION_ORDER,dst_doc_13cda4e0cc3bc5e172eb,https://dst.gov.in/sites/default/files/Project%20sanctioned%20during%20the%20financial%20year%202020-21%20%281%29.pdf,Project%20sanctioned%20during%20the%20financial%20year%202020-21%20%281%29.pdf,2020-21,0.9200
dst_identity_evidence_a6c45d48870a166ee020,dst_provisional_programme_1cd751938dcbec59ba62,OFFICIAL_MASTER_PAGE,dst_page_d958d4082ac9be0dd0bb,https://dst.gov.in/scientific-programmes/st-and-socio-economic-development/national-science-technology-entrepreneurship-development-board-nstedb,National Science & Technology Entrepreneurship Development Board,"National Science & Technology Entrepreneurship Development Board Introduction The National Science & Technology Entrepreneurship Development Board (NSTEDB), established in 1982 by the Government of India under the aegis of Department of Science & Technology supports various programs on Science, technology and innovation based entrepreneurship, and enables promotion of knowledge driven and technology intensive ventures / startups. Since the thrust on startup programs through the national iniatives of Start-Up India and Stand-Up India, a new program NIDHI (National Initiative for Developing and",0.4010
dst_identity_evidence_16abef5a033c4706f633,dst_provisional_programme_1cd751938dcbec59ba62,OFFICIAL_DOCUMENT_GUIDELINE,dst_doc_6a51ba784f9b97de0e43,https://nstedb.com/NIDHI-Inclusive-TBI-Guidelines.pdf,NIDHI-Inclusive-TBI-Guidelines.pdf,https://www.nstedb.com/NIDHI-Inclusive-TBI-Guidelines.pdf,0.9300
dst_identity_evidence_44902b88a0ef30d14808,dst_provisional_programme_835e25ff9d2274f39c92,OFFICIAL_MASTER_PAGE,dst_page_85f89362f63aa7d1db3d,https://dst.gov.in/technology-mission-programme-water-and-clean-energy,Technology Mission Programme on Water and Clean Energy,"Technology Mission Programme on Water and Clean Energy Vision Ensuring water and energy security through transformative Science & Technology breakthroughs. Mission Creating and nurturing robust, agile, participative and forward looking science, technology and innovation eco-system to address prevalent and emerging water and energy challenges and tap global opportunities. Goal Development of basket of technically feasible, socially acceptable, environmentally sound and economically viable innovative solutions suited to different spectrum of users in diverse socio-economic contexts. Scope Covers",0.7550
dst_identity_evidence_bc834ce780648be0c742,dst_provisional_programme_a5dad6324fc5938214dc,OFFICIAL_MASTER_PAGE,dst_page_39f3a0e55eaa68c8d3d0,https://dst.gov.in/technology-development-and-transfer,Technology Development and Transfer,"Technology Development and Transfer Technology Development Programmes One of the key objectives of the Department is to promote technology development in various fields. The Department has been supporting Technology development projects which include materials, devices and processes. The Programme supports activities aimed at developing technologies both in the advanced/emerging areas and in traditional sectors/areas. Under the Programme, feasibility of fresh ideas/ concepts is also assessed for their potential conversion into useful technology/product. Mandate of TDP The mandate of Technology",0.5270
dst_identity_evidence_a57e5e7e8b45b3dccb66,dst_provisional_programme_949c456fc2168a4e5db0,OFFICIAL_MASTER_PAGE,dst_page_dd0488511f5967244494,https://dst.gov.in/science-and-heritage-research-initiative-shri-cell,Science and Heritage Research Initiative (SHRI) Cell,"Science and Heritage Research Initiative (SHRI) Cell SHRI is a distinct vertical of the Department of Science and Technology, Government of India, established in August 2022 to function in the interdisciplinary sphere of traditional knowledge system. The aim of SHRI Cell is to protect, preserve and present Indian Heritage on a global platform using an evidence-based, data-driven approach and modern tools of Science and Technology (S&T). Objectives To promote research activities to understand the evolution & development of human civilization. To explore new methods, state-of-the-art technology",0.6172
dst_identity_evidence_28568d1f43fdd46c0895,dst_provisional_programme_db90b2cfe99e88b0ee4c,OFFICIAL_MASTER_PAGE,dst_page_e6bbfbc5e3648f6edcf6,https://dst.gov.in/national-geospatial-programme-erstwhile-nrdms,National Geospatial Programme (erstwhile NRDMS),"National Geospatial Programme (erstwhile NRDMS) Natural Resources Data Management System (NRDMS) which was initiated in 1982, an interdisciplinary research programme has promoted R&D in emerging areas of Geospatial Science, Technology and providing geospatial solutions to area specific problems. Over the years, NRDMS has successfully demonstrated utilities of Geospatial Technologies in decision making and developed capacity for geospatial data and information management at State, District and local levels at pilot scale. Considering the changing requirements of Geospatial Science & Technology",0.6290
dst_identity_evidence_e6b23bc548be79a38833,dst_provisional_programme_60ddbd2fb5f2e1350686,OFFICIAL_MASTER_PAGE,dst_page_480658cfa02d31bea92c,https://dst.gov.in/cognitive-science-research-initiative-csri,Cognitive Science Research Initiative (CSRI),"Cognitive Science Research Initiative (CSRI) Cognitive Science is the study of human mind and brain, focusing on how mind represents and manipulates knowledge and how mental representations and processes are realized in the brain. The field is highly transdisciplinary in nature, combining ideas, principles and methods of psychology, computer science, linguistics, philosophy, neuroscience etc. In Indian scenario which is full of diversity, it is important to foster scientific research in interdisciplinary field of Cognitive Science for better understanding of Indian mind sets, languages and cog",0.5877
dst_identity_evidence_38e0ff6f14d6822785f5,dst_provisional_scheme_ba3faa8153c1c06bdffc,OFFICIAL_MASTER_PAGE,dst_page_2670905684740b037ae1,https://dst.gov.in/scientific-programmes/scientific-engineering-research/fund-improvement-st-infrastructure-higher-educational-institutions-fist,Fund for Improvement of S&T Infrastructure in Universities and Higher Educational Institutions (FIST),Fund for Improvement of S&T Infrastructure in Universities and Higher Educational Institutions (FIST) The Scheme “Fund for Improvement of S&T Infrastructure (FIST)” is intended to provide basic infrastructure and enabling facilities for promoting R&D activities in new and emerging areas and attracting fresh talents in universities & other educational institutions. It is considered as complimentary support for enabling Departments/ Centres/ Schools/ Colleges to pursue research activities more effectively and efficiently. DST is restructuring the immensely successful FIST programme to orient it,0.6527
dst_identity_evidence_08b949f746546d8c47f8,dst_provisional_programme_c7681b03264f485ab9a9,OFFICIAL_MASTER_PAGE,dst_page_06950946e6ce73c40845,https://dst.gov.in/promotion-university-research-and-scientific-excellence-purse,Promotion of University Research and Scientific Excellence(PURSE),"Promotion of University Research and Scientific Excellence(PURSE) "" Promotion of University Research and Scientific Excellence (PURSE )"" is one of the Flagship Infrastructure programs of Department of Science and Technology, which was commenced in the year 2009 exclusively for the University sector. The main objective of the scheme is to strengthen the research capacity of performing Indian Universities and provide support for nurturing the research ecosystem and strengthening the R&D base of the Universities in the country. Department of Science & Technology has restructured and re-oriented P",0.6100
dst_identity_evidence_f4e132e0ab28ec2e3197,dst_provisional_programme_ec419cff16ecb3cd65e7,OFFICIAL_MASTER_PAGE,dst_page_458dd5a937b7e34458ad,https://dst.gov.in/sophisticated-analytical-instrument-facilities-saif-programme,Sophisticated Analytical Instrument Facilities,"Sophisticated Analytical Instrument Facilities The Sophisticated Analytical Instrument Facilities (SAIF) is a flagship programme of the Department of Science and Technology (DST) , initiated in 1974 under the name Regional Sophisticated Instrumentation Centres (RSIC) . The programme was renamed as SAIF in 2002–03 to better reflect its national scope and evolving mandate. The SAIF Programme aims to provide access to state-of-the-art analytical instrumentation to researchers across India, particularly those from institutions lacking such high-end infrastructure. The core objective of the scheme",0.4940
dst_identity_evidence_5f07c8ed6f3aa27eaefd,dst_provisional_programme_2cb7fbf01a6e1098d011,OFFICIAL_MASTER_PAGE,dst_page_15b5bba75f19b05e22fa,https://dst.gov.in/synergistic-training-program-utilizing-scientific-and-technological-infrastructure-stuti,Synergistic Training program Utilizing the Scientific and Technological Infrastructure (STUTI),"Synergistic Training program Utilizing the Scientific and Technological Infrastructure (STUTI) The Scheme ‘SynergisticTraining program Utilizing the Scientific and Technological Infrastructure’ (STUTI) is intended to build human resource and its knowledge capacity through open access S&T Infrastructure across the country. As a complement to the various schemes of DST funding for expansion of R&D Infrastructure at academic institutions, STUTI scheme envisions a hands-on training program and sensitization of the state-of-the-art equipment as well as towards sharing while ensuring transparent acc",0.6820
dst_identity_evidence_1c10781f9f4d0d75ef45,dst_provisional_programme_ffc17b125133e17c7e1a,OFFICIAL_MASTER_PAGE,dst_page_0a9de2ee7ce945b058b8,https://dst.gov.in/scientific-programmes/support-gradation-preventive-repair-maintenance-equipment-supreme,Support for Up-gradation Preventive Repair & Maintenance of Equipment (SUPREME),Support for Up-gradation Preventive Repair & Maintenance of Equipment (SUPREME) Department of Science & Technology launched the new Program called Support for Up-gradation Preventive Repair & Maintenance of Equipment [SUPREME] to provide financial support for repair/ upgradation/ maintenance/ retrofitting or acquiring additional attachment to increase functional capabilities of existing instrumentation facilities supported by DST in various Institutions/laboratories/academic institutions. Nature of Support : Online proposals are invited for support in reviving major facilities established unde,0.6400
dst_identity_evidence_a487ff035d9fb0c37b89,dst_provisional_scheme_fd02e119bc642328c94f,OFFICIAL_MASTER_PAGE,dst_page_f5f1e69b1d66892c47b2,https://dst.gov.in/inspire-scheme-innovation-science-pursuit-inspired-research,INSPIRE Scheme,"INSPIRE Scheme INSPIRE SCHEME (Innovation in Science Pursuit for Inspired Research) ""Innovation in Science Pursuit for Inspired Research (INSPIRE)"" is an innovative programme sponsored and managed by the Department of Science & Technology for attraction of talent to Science. Vision Buildthe critical human resource pool to strengthen the science and technology system and expand R&D base of the country. Goal Attract Young Talent to opt research as a career.A striking feature of INSPIRE Scheme is that it does not conductany competitive exam(s) for identification of talent at any level. It relies",0.8110
dst_identity_evidence_96b11a7768f962502463,dst_provisional_programme_d0be2609d7edece61837,OFFICIAL_MASTER_PAGE,dst_page_67bbe6b5a3168ec2ee16,https://dst.gov.in/scientific-programmes/wise-kiran,Women in Science and Engineering-KIRAN (WISE-KIRAN),"Women in Science and Engineering-KIRAN (WISE-KIRAN) The need for women's empowerment and the promotion of gender equality is particularly crucial in the fields of Science, technology, and engineering. Historically, women have been significantly underrepresented in these fields due to various factors, including societal stereotypes and bias. Encouraging and supporting women's participation in these fields is essential for scientific advancement and innovation. By empowering women and promoting gender equality, a more inclusive, diverse and strengthen scientific ecosystem can be developed. The D",0.7160
dst_identity_evidence_6a06f760081f8da6f103,dst_provisional_scheme_6926503df585919a673a,OFFICIAL_MASTER_PAGE,dst_page_3697a0e043d448ba5030,https://dst.gov.in/funding-mechanism,Funding Mechanism,"Funding Mechanism The implementation approach translates into specific funding opportunities for intended participants. Depending on the objectives of the activities specified in the call for proposal launched from time to time, the proposals could be proposed by: Scientists and technologists working in Public, Private and Voluntary Sector S&T based voluntary organizations, which are working in the rural areas with legal status or as a society registered under the Societies Registration Act 1860 as a trust registered under the Indian Trusts Act 1982 or Charitable or Religious Act 1920 or under",0.4563
dst_identity_evidence_e7fdfde1a6f60123989b,dst_provisional_scheme_6926503df585919a673a,CATEGORY_INDEX_LINK,dst_page_824660a371103de5f789,https://dst.gov.in/programmes-innitiatives,Programmes & Initiatives,Funding Mechanism,0.8500
dst_identity_evidence_10b1b5cbf91f7864558e,dst_provisional_scheme_a805e11784fbef37d7d5,OFFICIAL_MASTER_PAGE,dst_page_d47464bcbfe3be229cb2,https://dst.gov.in/about-schemes,About the Schemes,"About the Schemes A. Technology Development related Schemes: Long Term Core Support - Technological Advancement for Rural Areas (TARA) Technological Intervention for addressing Societal Needs (TIASN) Scheme for Young Scientists & Technologist (SYST) 156.01 KB Revision of Emoluments under SYST 352.04 KB B. Beneficiary oriented Schemes: S&T For Women Tribal Sub-Plan: Technological Interventions for Tribal Empowerment (TITE) Scheduled Caste Sub Plan (SCSP) Guidelines, terms and conditions and Performa for submitting the project proposal is available at https://onlinedst.gov.in/ Eligibility Condit",0.6172
dst_identity_evidence_ba46efe36952efde1a84,dst_provisional_scheme_10827dc007fc6d5e687f,OFFICIAL_MASTER_PAGE,dst_page_20dfeeb17abaf5c023fd,https://dst.gov.in/mega-facilities-basic-research-scheme,Mega Facilities for Basic Research Scheme,"Mega Facilities for Basic Research Scheme This scheme is aimed to create mega facilities and launch mega projects in and out of the country to improve access to such state-of-the-art facilities for the Indian scientific community, especially from the academic sector for pursuing basic research. Because of technical complexities and requirement of large resources, such projects are manifestly multi-agency, multi-institutional and, quite often, international in character. The Department of Science and Technology (DST) and the Department of Atomic Energy (DAE) have been jointly promoting most of",0.6790
dst_identity_evidence_1c44c36a2065f7989245,dst_provisional_scheme_10827dc007fc6d5e687f,OFFICIAL_DOCUMENT_OFFICE_MEMORANDUM,dst_doc_652de6fcf45d1bcf216a,https://dst.gov.in/sites/default/files/1-OM%20regarding%20Use%20of%20EAT%20module.pdf,1-OM%20regarding%20Use%20of%20EAT%20module.pdf,OM regarding Use of EAT module,0.7800
dst_identity_evidence_fc1165cba176bda6936b,dst_provisional_programme_7d0564f8246d029b3cbd,OFFICIAL_MASTER_PAGE,dst_page_b921eacc85a5b73ffcd2,https://dst.gov.in/scientific-programmes/scientific-engineering-research/national-science-technology-management-information-system-nstmis,National Science & Technology Management Information System,"National Science & Technology Management Information System NSTMIS, DST is responsible for collection, collation, analysis and dissemination of information on resources devoted to S&T activities in the country. The Scientific and Technological (S&T) activities play a vital role in the economic, social and physical development of a country. Scientific and technological research needs huge investments and calls for a judicious utilization of scarce resources like finance, trained manpower, raw materials etc. Data collection and analysis pertaining to resources, devoted to S&T, therefore, assumes",0.4940
dst_identity_evidence_190e51196932e220ad21,dst_provisional_programme_629f69d1c1a7a7ea1ad8,OFFICIAL_MASTER_PAGE,dst_page_fb8fe784b5fbaa540e70,https://dst.gov.in/policy-research-cell,Policy Research Cell,"Policy Research Cell Department of Science and Technology, GoI is mandated to formulate and deliver public policy support for the promotion of STI in the country. The department during the 12th five-year plan initiated a Policy Research Cell (PRC) programme in 2013 with the aim to develop and deliver the public policy support to strengthen the science, technology and innovations in the country. The key objectives of the programme are as below; Generating evidence-based input for Policy& Panning. Creating critical mass of policy researchers in the country Currently the programme is implemented",0.5020
dst_identity_evidence_973fd79a30fb2692bf5d,dst_provisional_programme_3b11744b1aff9aac1bba,OFFICIAL_MASTER_PAGE,dst_page_ffc6db5c71d06a196c12,https://dst.gov.in/archive,Archive,"Archive 6. Community Resilience Resource Centre (CRRC) The COVID-19 crisis has impacted the social, occupational, and financial infrastructure of the community. In order to combat the situation of COVID a programme for establishing CCRRCs was initiated in 2021 for building resilience among the community an extremely important need that emerged as the major challenge during the second wave of COVID-19. The programme aims to provide STI based interventions to supplement various other initiatives for prevention, protection, mitigation, response and recovery measures during COVID and Post COVID re",0.5520
dst_identity_evidence_203a04fd7efbc71c55c6,dst_provisional_programme_3b11744b1aff9aac1bba,CATEGORY_INDEX_LINK,dst_page_824660a371103de5f789,https://dst.gov.in/programmes-innitiatives,Programmes & Initiatives,Archive,0.8500
