call_id,call_title,closing_date,closing_year,archive_state,relevance_group,applicant_layer,parent_master_id,primary_sector,secondary_sectors,detail_url,last_verified_at,warnings,blockers
dst_call_d983d4587840793c2b0b,National Grand Challenge Awards for Designing User Friendly Smart Solar Cooking Solutions,31/03/2019,2019,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/national-grand-challenge-awards-designing-user-friendly-smart-solar-cooking,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_4ad5e1a954a13c8c5cc0,SwarnaJayanti Fellowships Scheme 2018-19,31/03/2019,2019,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/swarnajayanti-fellowships-scheme-2018-19,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_944d6cf16f54c7a1ccae,Advertisement for the SwarnaJayanti Fellowships Scheme 2017-18,31/03/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/advertisement-swarnajayanti-fellowships-scheme-2017-18,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_ef6ed8f040f6cdc30047,Invites R&D Project Proposals on Spatial Data Infrastructures (SDI) for Urban Governance Applications,31/03/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,Geospatial Technology,,https://dst.gov.in/callforproposals/invites-rd-project-proposals-spatial-data-infrastructures-sdi-urban-governance,,Parent programme is unresolved. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_34bcd765a4487d01ca8d,Detailed Call For Proposals (CFP) under ICPS programme,31/03/2017,2017,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/detailed-call-proposals-cfp-under-icps-programme,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_82f5e50c1b366fbb0e01,NSTMIS Call for proposal 2024-25,31/01/2025,2025,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/nstmis-call-proposal-2024-25,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_dcdacf39e49484bccbd0,Call for Concept Notes to support research & outreach activities under SHRI,31/01/2023,2023,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-concept-notes-support-research-outreach-activities-under-shri,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_7e66998b1becacbaa917,Optimal Water Use in Industrial Sector-2021: Date extended till 31.01.2022,31/01/2022,2022,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/optimal-water-use-industrial-sector-2021-date-extended-till-31012022,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_dcdb411df7a08d10b512,India Science and Research Fellowship Programme,31/01/2019,2019,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/india-science-and-research-fellowship-programme,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_223fe6d8447517490603,Call for Concept Note in Waste Management Technologies,31/01/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-concept-note-waste-management-technologies,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_7de28ca5440e156a32c8,Scheme for Young Scientists and Technologists (SYST) 2021: Date Extended till 1 December 2021,30/11/2021,2021,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/scheme-young-scientists-and-technologists-syst-2021-date-extended-till-1-december,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_b28923091f6a02c5645b,"Call for Project Proposalsunder the Waste Management Technologies Program: Extended Last Date of Submission: 30th November, 2020",30/11/2020,2020,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-project-proposalsunder-waste-management-technologies-program-extended-last,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_fcb14bc7201435950c72,Call - UNESCO/Japan Young Research's Fellowship Programme (UNESCO/KEIZO OBUCHI Research Fellowships Programme) cycle 2018,30/11/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-unescojapan-young-researchs-fellowship-programme-unescokeizo-obuchi-research,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_cce31e2c63f25d57f302,Call for Nominations: SERB Distinguished Fellowship-Last Date upto 30 November 2018,30/11/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-nominations-serb-distinguished-fellowship-last-date-upto-30-november-2018,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_3e3a7f832df81c856e0e,"DST-DFG Awards For Participation in the 69th Meeting of Nobel Laureates & Students, Lindau, Germany",30/11/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/dst-dfg-awards-participation-69th-meeting-nobel-laureates-students-lindau-germany,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_8d48ad7cc3a5150c2a61,"DST-DFG Awards for participation in the 68th Meeting of Nobel Laureates & Students, Lindau, Germany",30/11/2017,2017,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/dst-dfg-awards-participation-68th-meeting-nobel-laureates-students-lindau-germany-0,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_720261c181c125a9d7eb,Joint Call between India and Austria for exchange visits,30/11/2017,2017,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/joint-call-between-india-and-austria-exchange-visits,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_079b5311ca6d98057522,Call for proposal for Biomedical Device and Technology Development Programme under TDT programme,30/10/2020,2020,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,Healthcare & MedTech,,https://dst.gov.in/callforproposals/call-proposal-biomedical-device-and-technology-development-programme-under-tdt,,Parent programme is unresolved. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_240ac7e594c74e881835,"Call for applications for participation in the 74th Meeting of Nobel Laureates at Lindau, Germany",30/09/2024,2024,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-applications-participation-74th-meeting-nobel-laureates-lindau-germany,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_4a18edaf5e7139a00624,Call of Proposals on Advanced Materials under NPNST,30/09/2024,2024,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,Critical Minerals & Advanced Materials,,https://dst.gov.in/callforproposals/call-proposals-advanced-materials-under-npnst,,Parent programme is unresolved. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_fce370fa24df5ec3dad6,Call for Project Proposals under Technology Interventions for Disabled and Elderly (TIDE),30/09/2023,2023,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,Assistive Technology & Accessibility,,https://dst.gov.in/callforproposals/call-project-proposals-under-technology-interventions-disabled-and-elderly-tide,,Parent programme is unresolved. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_c9e704fa79ba0cb8d404,DST-Water Technology Cell (WTC)Project Proposals Call 2023,30/09/2023,2023,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,Water & Sanitation,,https://dst.gov.in/callforproposals/dst-water-technology-cell-wtcproject-proposals-call-2023,,Parent programme is unresolved. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_8ebda175096a8ce45350,Call for Proposals on Advanced Materials and Energy Storage Technology (AMEST)-2022,30/09/2022,2022,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,Critical Minerals & Advanced Materials,Renewable Energy & Energy Storage,https://dst.gov.in/callforproposals/call-proposals-advanced-materials-and-energy-storage-technology-amest-2022,,Parent programme is unresolved. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_d5be21a754dcadac5ad5,Research & Technology Development for Blending of Agro-Residues with Coal in Thermal Power Plants - Date extended till 30 Sept 2022,30/09/2022,2022,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/research-technology-development-blending-agro-residues-coal-thermal-power-plants,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_2829e81a8d9cfa3da643,WTI Call 2021 on Desalination Technologies - Date extended till 30 September 2021,30/09/2021,2021,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/wti-call-2021-desalination-technologies-date-extended-till-30-september-2021,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_4914ae5c2fe411861ac3,Letter of Intent for Integrated Clean Energy Material Acceleration Platform(IC-MAP) - last date extended till 30th Sep. 2020,30/09/2020,2020,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,ClimateTech & Clean Energy,,https://dst.gov.in/callforproposals/letter-intent-integrated-clean-energy-material-acceleration-platformic-map-last,,Parent programme is unresolved. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_de87ed52615cb95590c0,Water Advanced Research and Innovation (WARI) Fellowship Program call 2019,30/09/2019,2019,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/water-advanced-research-and-innovation-wari-fellowship-program-call-2019,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_7ba3ccd33ffce2ee233e,Call For Entries - AWSAR Programme,30/09/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-entries-awsar-programme,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_881cccc7fef3ab772f72,National Award for Women Development through Application of Science & Technology,30/09/2017,2017,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/national-award-women-development-through-application-science-technology,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_2ec7cbe9e490de8fd3b0,Nano Mission-Call for proposals for Thematic Projects in Three identified areas,30/08/2019,2019,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/nano-mission-call-proposals-thematic-projects-three-identified-areas,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_e466e63df69df0bf0e41,Recovery and Recycling of End-of-Life Solar PV Panels/Modules,30/06/2024,2024,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/recovery-and-recycling-end-life-solar-pv-panelsmodules,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_26ee2d573b57d4d2a197,Call for Project Proposals under Technology Development Programme (TDP),30/06/2023,2023,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-project-proposals-under-technology-development-programme-tdp,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_3c3bf3f16228983e7ee7,iTBI Call for Proposals Under NIDHI Programme,30/06/2023,2023,QUALIFIED_WITH_WARNINGS,STARTUP_ECOSYSTEM_CALL,INTERMEDIARY_IMPLEMENTER,dst_programme_nidhi_itbi,,,https://dst.gov.in/callforproposals/itbi-call-proposals-under-nidhi-programme,,Sector classification is not recorded. | Last verification date is not recorded.,
dst_call_4cc519dafea8bd2d8f1a,Call for proposal for DST-NGP (erstwhile NRDMS) in 'Geospatial Technology Development',30/06/2021,2021,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,Geospatial Technology,,https://dst.gov.in/callforproposals/call-proposal-dst-ngp-erstwhile-nrdms-geospatial-technology-development,,Parent programme is unresolved. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_0b11770152850351c70b,ISRF special Call for Thailand,30/06/2021,2021,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/isrf-special-call-thailand,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_fcc1c342384d91101b37,Call for proposals: Integrated Technology Interventions for Sustainable Environment,30/06/2020,2020,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,ClimateTech & Clean Energy,,https://dst.gov.in/callforproposals/call-proposals-integrated-technology-interventions-sustainable-environment,,Parent programme is unresolved. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_5ed7a2daf98bbd1f1c7b,DST- Training Programme on Entrepreneurship: 2020-21: Call for Proposals,30/06/2020,2020,QUALIFIED_WITH_WARNINGS,STARTUP_RELEVANT,UNKNOWN,,,,https://dst.gov.in/callforproposals/dst-training-programme-entrepreneurship-2020-21-call-proposals,,Parent programme is unresolved. | Sector classification is not recorded. | Last verification date is not recorded.,
dst_call_7bcb898e81f29fab7eab,Global Cooling Prize,30/06/2019,2019,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/global-cooling-prize,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_883f02c0417a26ef000d,WTI Call 2019 Research Technology Innovation on nexus of Water with Energy Food and Health,30/06/2019,2019,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/wti-call-2019-research-technology-innovation-nexus-water-energy-food-and-health,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_a4e0febfd7cc7ae9bcfa,Advertisement for Nomination of Candidates - NASI Scopus Young Scientists Awards 2018,30/06/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/advertisement-nomination-candidates-nasi-scopus-young-scientists-awards-2018,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_fbb72914bdf13aa82963,"Indo-Canada Joint Call for Proposals Improving Occupant Survivability in Buildings During Fires Using Innovations in Structural Engineering, Materials Science and Cyber-Physical Interfaces",30/06/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/indo-canada-joint-call-proposals-improving-occupant-survivability-buildings-during,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_d37318de3bbe25de812f,Advertisement for submission of research proposal under Cognitive Science Research Initiative,30/06/2017,2017,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/advertisement-submission-research-proposal-under-cognitive-science-research,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_57548200ae9b40d095c5,Call for Proposals under EVolutionS Program to support Startups in Electric Vehicle Component Manufacturing,30/05/2025,2025,QUALIFIED_WITH_WARNINGS,STARTUP_RELEVANT,DIRECT_BENEFICIARY,,Mobility & Electric Vehicles,,https://dst.gov.in/callforproposals/call-proposals-under-evolutions-program-support-startups-electric-vehicle-component,,Parent programme is unresolved. | Last verification date is not recorded.,
dst_call_e2fbbc3f39589294f702,VAIshwik BHArtiya Vaigyanik (VAIBHAV) Fellowship Call-2025,30/05/2025,2025,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/vaishwik-bhartiya-vaigyanik-vaibhav-fellowship-call-2025,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_8c62e846ddce15070037,"2nd Call for DST Science, Technology, and Innovation Policy Postdoctoral Fellowship",30/05/2017,2017,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/2nd-call-dst-science-technology-and-innovation-policy-postdoctoral-fellowship,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_d2d5de3bcd4a77ec19e4,2nd Call for Proposal for DST-STI Policy Fellowship Programme,30/05/2017,2017,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/2nd-call-proposal-dst-sti-policy-fellowship-programme,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_cac6cc8303ff9459b695,"Call for Project Proposal under Strengthening, Upscaling & Nurturing Innovations for Livelihood (SUNIL) programme",30/04/2025,2025,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-project-proposal-under-strengthening-upscaling-nurturing-innovations-0,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_d6ab7b69fc80b246f704,Indo-Argentina Joint Call 2023,30/04/2023,2023,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/indo-argentina-joint-call-2023,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_3f15572c11703c177732,Indo-Italian call for proposals- date extended till 30th April 2021,30/04/2021,2021,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/indo-italian-call-proposals-date-extended-till-30th-april-2021,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_eaab388cfbd08b37671e,Advertisement for the SwarnaJayanti Fellowships Scheme 2019-20,30/04/2020,2020,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/advertisement-swarnajayanti-fellowships-scheme-2019-20,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_e95339121db18fde6f54,Call for Proposals under WOS-B Open,30/04/2020,2020,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-proposals-under-wos-b-open,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_0be7eef40d7b6a173af9,Short-term Research Grant special call for Nano Coating COVID-19,30/04/2020,2020,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/short-term-research-grant-special-call-nano-coating-covid-19,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_d5ececa68b64c9476333,महिला वैज्ञानिक योजना-बी मे प्रोजेक्ट प्रस्तावों के लिए आमंत्रण,30/04/2020,2020,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/hi/callforproposals/%E0%A4%AE%E0%A4%B9%E0%A4%BF%E0%A4%B2%E0%A4%BE-%E0%A4%B5%E0%A5%88%E0%A4%9C%E0%A5%8D%E0%A4%9E%E0%A4%BE%E0%A4%A8%E0%A4%BF%E0%A4%95-%E0%A4%AF%E0%A5%8B%E0%A4%9C%E0%A4%A8%E0%A4%BE-%E0%A4%AC%E0%A5%80-%E0%A4%AE%E0%A5%87-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%9C%E0%A5%87%E0%A4%95%E0%A5%8D%E0%A4%9F-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%B5%E0%A5%8B%E0%A4%82-%E0%A4%95%E0%A5%87-%E0%A4%B2%E0%A4%BF%E0%A4%8F-%E0%A4%86%E0%A4%AE%E0%A4%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%A3,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_d6f5de2f8c19c026bd28,CHORD (NSTMIS) Scheme: Call for Proposals (2018-19),30/04/2019,2019,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/chord-nstmis-scheme-call-proposals-2018-19,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_58ef29588deb568f6336,"Announcement for inviting applications for participation in 3rd BRICS Young Scientist Conclave, Durban, South Africa(25-29 June 2018)",30/04/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/announcement-inviting-applications-participation-3rd-brics-young-scientist-conclave,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_fbf6429044b59d572eed,"Announcement for inviting applications for participation in 2nd BRICS Young Scientist Forum Hangzhou, China (11-15 July 2017)",30/04/2017,2017,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/announcement-inviting-applications-participation-2nd-brics-young-scientist-forum,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_35acc11b39d424f6a4cb,Call for Proposals under Water Technology Initiative (WTI-2017) for WATER Technology Research and Innovation Centres (WATER-IC),30/04/2017,2017,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,Water & Sanitation,,https://dst.gov.in/callforproposals/call-proposals-under-water-technology-initiative-wti-2017-water-technology-resear-0,,Parent programme is unresolved. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_61786dbaf43ee59bf60f,Deadline Extended for submission of proposal under Hydrogen & Fuel Cell (HFC) program - 2023 up to 30th January 2024,30/01/2024,2024,QUALIFIED_WITH_WARNINGS,REVIEW_REQUIRED,UNKNOWN,,Renewable Energy & Energy Storage,,https://dst.gov.in/callforproposals/deadline-extended-submission-proposal-under-hydrogen-fuel-cell-hfc-program-2023,,Parent programme is unresolved. | Last verification date is not recorded.,
dst_call_baedd2fc94a71c1e1d24,India - Netherlands Hydrogen Fellowship Programme,29/05/2026,2026,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,Renewable Energy & Energy Storage,,https://dst.gov.in/callforproposals/india-netherlands-hydrogen-fellowship-programme,,Parent programme is unresolved. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_a64d61398487234c2891,India-South Korea Joint Network Centre in Cyber Physical System,29/05/2020,2020,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/india-south-korea-joint-network-centre-cyber-physical-system,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_bd48a15723c4e37ae60d,India-EU Joint Call for Proposal,29/03/2023,2023,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/india-eu-joint-call-proposal,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_1d003a559fd5c51d4be2,Call for proposals in Basic Sciences with Russia (Russian Foundation for Basic Research),28/12/2017,2017,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-proposals-basic-sciences-russia-russian-foundation-basic-research,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_2e04a67e881670c62cc2,Indo-Poland Joint Call for Proposal - Last date extended (14.08.2019 to 28.08.2019),28/08/2019,2019,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/indo-poland-joint-call-proposal-last-date-extended-14082019-28082019,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_e4c3f26173a72088c7b6,Call for Proposals under WISE-SCOPE Fellowship,28/02/2025,2025,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,Agriculture & AgriTech,,https://dst.gov.in/callforproposals/call-proposals-under-wise-scope-fellowship,,Parent programme is unresolved. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_da6dd83809f6b21dfc77,Indo-U.S. Fellowship for Women in STEMM,28/02/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/indo-us-fellowship-women-stemm,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_119eb97d157dd34ade48,New Gen Innovation Entrepreneurship Development Center- 2018,28/02/2018,2018,QUALIFIED_WITH_WARNINGS,STARTUP_RELEVANT,UNKNOWN,,,,https://dst.gov.in/callforproposals/new-gen-innovation-entrepreneurship-development-center-2018,,Parent programme is unresolved. | Sector classification is not recorded. | Last verification date is not recorded.,
dst_call_997aca2dfb1b431ccdf3,Student Startup NIDHI Award-2018,28/02/2018,2018,QUALIFIED_WITH_WARNINGS,STARTUP_RELEVANT,DIRECT_BENEFICIARY,dst_programme_nidhi,,,https://dst.gov.in/callforproposals/student-startup-nidhi-award-2018,,Sector classification is not recorded. | Last verification date is not recorded.,
dst_call_152079f92b4a203dfca2,India EU Joint Call for Proposal,27/09/2024,2024,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/india-eu-joint-call-proposal-0,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
