call_id,department_code,call_title,record_role,call_type,applicant_layer,applicant_layer_reason,parent_master_id,parent_resolution,parent_resolution_reason,opening_date,closing_date,application_status,status_reason,startup_relevance,startup_relevance_reason,sector_scope,primary_sector,secondary_sectors,sector_reason,sector_review_required,detail_url,attachment_url,source_container_url,source_container_role,source_row_number,source_fetched_at,eligible_applicants,funding_summary,funding_maximum,application_url,guideline_url,evidence_note,implementing_entity,implementation_role,status_basis,status_evidence,last_verified_at,startup_stage
dst_call_8312c7b6bdb7d0ca17e1,DST,"Call for Ignition Grants titled ""Technology-based Energy Solutions: Innovations for Net Zero""",CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,16/12/2021,15/02/2022,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/call-ignition-grants-titled-technology-based-energy-solutions-innovations-net-zero,https://dst.gov.in/sites/default/files/Innovations%20for%20Net%20Zero.pdf,https://dst.gov.in/archive-call-for-proposals?page=11,CALL_INDEX_CONTAINER,6,2026-07-10T09:24:38+00:00,,,,,,,,,,,,
dst_call_56e4fbbbb0e6844a136e,DST,Call for proposals under DST's TEC Program: Date extended till 15.02.2022,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,03/01/2022,15/02/2022,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/call-proposals-under-dsts-tec-program-date-extended-till-15022022,https://dst.gov.in/sites/default/files/Call%20For%20Proposal_1.pdf,https://dst.gov.in/archive-call-for-proposals?page=11,CALL_INDEX_CONTAINER,7,2026-07-10T09:24:38+00:00,,,,,,,,,,,,
dst_call_080ed2ea0ceab4e43439,DST,Bhaskara Advanced Solar Energy Fellowship Program,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,19/01/2017,15/03/2017,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/bhaskara-advanced-solar-energy-fellowship-program,https://dst.gov.in/sites/default/files/BASE-Program-Flyer-2017.pdf,https://dst.gov.in/archive-call-for-proposals,CALL_INDEX_CONTAINER,2,2026-07-10T09:24:26+00:00,,,,,,,,,,,,
dst_call_4c69e92c6a215438af38,DST,Call for Proposals (2017-18) - Centre for Human and Organisational Resource Development (CHORD Division),CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,30/01/2017,15/03/2017,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/call-proposals-2017-18-centre-human-and-organisational-resource-development-chord,https://dst.gov.in/sites/default/files/NSTMIS-Advt%202017-18.pdf,https://dst.gov.in/archive-call-for-proposals,CALL_INDEX_CONTAINER,4,2026-07-10T09:24:26+00:00,,,,,,,,,,,,
dst_call_88a84e81afcb442a39d4,DST,Energy Demand Reduction in the Built Environment: Joint India-UK Call for Proposals,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,25/01/2017,15/03/2017,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/energy-demand-reduction-built-environment-joint-india-uk-call-proposals,https://dst.gov.in/sites/default/files/UK-India-Built-Environment-Call.pdf,https://dst.gov.in/archive-call-for-proposals,CALL_INDEX_CONTAINER,3,2026-07-10T09:24:26+00:00,,,,,,,,,,,,
dst_call_055320fcdafb3ebdf70d,DST,"SERB Overseas Postdoctoral Fellowship 2016-17: Call for Applications (Other than USA). Submission deadline: 15 March, 2017",CALL_INSTANCE,CALL_FOR_APPLICATIONS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,31/01/2017,15/03/2017,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/serb-overseas-postdoctoral-fellowship-2016-17-call-applications-other-usa,https://dst.gov.in/sites/default/files/Overseas%20Postdoctoral%20Fellowship%202016-17%20-WebAdvt_0.pdf,https://dst.gov.in/archive-call-for-proposals,CALL_INDEX_CONTAINER,5,2026-07-10T09:24:26+00:00,,,,,,,,,,,,
dst_call_fc7931d34e3edb00d38a,DST,Scheme for Young Scientists and Technologists,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,06/02/2018,15/03/2018,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,Excluded call type: young scientists.,UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/scheme-young-scientists-and-technologists,https://dst.gov.in/sites/default/files/callforproposal-03.pdf,https://dst.gov.in/archive-call-for-proposals?page=3,CALL_INDEX_CONTAINER,3,2026-07-10T09:24:29+00:00,,,,,,,,,,,,
dst_call_3a5a69616bbafce75cc0,DST,Indo-Russian Joint Call for Proposals (DST-RFBR),CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,01/02/2019,15/03/2019,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/indo-russian-joint-call-proposals-dst-rfbr,https://dst.gov.in/sites/default/files/RFBR%20Call%202019_0.pdf,https://dst.gov.in/archive-call-for-proposals?page=5,CALL_INDEX_CONTAINER,13,2026-07-10T09:24:31+00:00,,,,,,,,,,,,
dst_call_400201c3ac731473aac6,DST,ACT Call 3 Stage 2: Call for shortlisted preproposals to submit full proposals,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,08/01/2021,15/03/2021,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/act-call-3-stage-2-call-shortlisted-preproposals-submit-full-proposals,https://dst.gov.in/sites/default/files/ACT%20Call%203%20Stage%202%20Call%20for%20shortlisted%20preproposals%20to%20submit%20full%20proposals%20-%20Last%20date%20-%2015.03.2021%20_0.pdf,https://dst.gov.in/archive-call-for-proposals?page=9,CALL_INDEX_CONTAINER,12,2026-07-10T09:24:36+00:00,,,,,,,,,,,,
dst_call_d0e5027b214ad33dc312,DST,Extension of Last Date for proposal submission under CSRI,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,15/02/2021,15/03/2021,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/extension-last-date-proposal-submission-under-csri,https://dst.gov.in/sites/default/files/CSRI-Ad-2021-converted.pdf,https://dst.gov.in/archive-call-for-proposals?page=9,CALL_INDEX_CONTAINER,13,2026-07-10T09:24:36+00:00,,,,,,,,,,,,
dst_call_22abc22e5fdb2ab57a17,DST,Australia-India Strategic Research Fund: collaborative research projects Round 15,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,16/01/2023,15/03/2023,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",SPECIFIC,Renewable Energy & Energy Storage,,Official call evidence contains Renewable Energy & Energy Storage: hydrogen.,false,https://dst.gov.in/callforproposals/australia-india-strategic-research-fund-collaborative-research-projects-round-15,https://dst.gov.in/sites/default/files/Guidelines%20%26%20Format.pdf,https://dst.gov.in/archive-call-for-proposals?page=12,CALL_INDEX_CONTAINER,16,2026-07-10T09:24:39+00:00,,,,,,,,,,,,
dst_call_483fe3daae767b98e6a2,DST,Advertisement - SwarnaJayanti Fellowships 2016-17,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,09/01/2017,15/04/2017,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/advertisement-swarnajayanti-fellowships-2016-17,https://dst.gov.in/sites/default/files/ADVERTISEMENT-SWARNAJAYANTI-FELLOWSHIPS-2016-17.pdf,https://dst.gov.in/archive-call-for-proposals,CALL_INDEX_CONTAINER,11,2026-07-10T09:24:26+00:00,,,,,,,,,,,,
dst_call_400c1d65f08fe8604922,DST,Call for Proposals under Water Technology Initiative (WTI-2016) for Demand Driven Convergent Water Solutions in Mission mode.,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,01/02/2017,15/04/2017,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",SPECIFIC,Water & Sanitation,,Official call evidence contains Water & Sanitation: water technology.,false,https://dst.gov.in/callforproposals/call-proposals-under-water-technology-initiative-wti-2016-demand-driven-convergen-1,https://dst.gov.in/sites/default/files/Water-Mission-Projects-Call-extended-call_0.pdf,https://dst.gov.in/archive-call-for-proposals,CALL_INDEX_CONTAINER,12,2026-07-10T09:24:26+00:00,,,,,,,,,,,,
dst_call_c1fee049fa59e41f74aa,DST,Sustainable & Innovative Technologies in Agriculture(AGRO-TECH) Under the Scheme Technology Development Programme,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,29/03/2019,15/04/2019,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",SPECIFIC,Agriculture & AgriTech,,Official call evidence contains Agriculture & AgriTech: agriculture.,false,https://dst.gov.in/callforproposals/sustainable-innovative-technologies-agricultureagro-tech-under-scheme-technology,https://dst.gov.in/sites/default/files/TDP-Agro-Tech-Format-2019_2.pdf,https://dst.gov.in/archive-call-for-proposals?page=5,CALL_INDEX_CONTAINER,19,2026-07-10T09:24:31+00:00,,,,,,,,,,,,
dst_call_ff3b9ea59c8b49a65c34,DST,Call for Proposals (CFP) under Scheduled Cast Sub Plan (SCSP) Mission सह-SANKALP,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,06/02/2026,15/04/2026,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/call-proposals-cfp-under-scheduled-cast-sub-plan-scsp-mission-%E0%A4%B8%E0%A4%B9-sankalp,,https://dst.gov.in/archive-call-for-proposals?page=17,CALL_INDEX_CONTAINER,3,2026-07-10T09:24:34+00:00,,,,,,,,,,,,
dst_call_bf51b1bcc75802e81882,DST,India-Canada Collaborative Industrial Research & Development Program 2017,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,03/02/2017,15/05/2017,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/india-canada-collaborative-industrial-research-development-program-2017,https://dst.gov.in/sites/default/files/India-Canada%20Collaborative%20Program%202017%20-Website.pdf,https://dst.gov.in/archive-call-for-proposals,CALL_INDEX_CONTAINER,17,2026-07-10T09:24:26+00:00,,,,,,,,,,,,
dst_call_13f68d027ca9efd25250,DST,Ministry of Mines - Invites Science and Technology Project Proposals,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,08/05/2018,15/05/2018,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/ministry-mines-invites-science-and-technology-project-proposals,https://dst.gov.in/sites/default/files/announcement09042018%281%29_0.pdf,https://dst.gov.in/archive-call-for-proposals?page=3,CALL_INDEX_CONTAINER,8,2026-07-10T09:24:29+00:00,,,,,,,,,,,,
dst_call_288725e86ee9d24735b7,DST,India Science and Research Fellowship (ISRF) 2021-2022,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,18/02/2022,15/05/2022,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/india-science-and-research-fellowship-isrf-2021-2022,,https://dst.gov.in/archive-call-for-proposals?page=11,CALL_INDEX_CONTAINER,9,2026-07-10T09:24:38+00:00,,,,,,,,,,,,
dst_call_e399f832a96495c17369,DST,Call for Proposals for Biomedical Device and Technology Development (BDTD)-TDT Division,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,25/04/2018,15/06/2018,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",SPECIFIC,Healthcare & MedTech,,Official call evidence contains Healthcare & MedTech: medical device.,false,https://dst.gov.in/callforproposals/call-proposals-biomedical-device-and-technology-development-bdtd-tdt-division,https://dst.gov.in/sites/default/files/Call%20for%20BDTD%202018.pdf,https://dst.gov.in/archive-call-for-proposals?page=3,CALL_INDEX_CONTAINER,13,2026-07-10T09:24:29+00:00,,,,,,,,,,,,
dst_call_0a2902fe7337973f31ea,DST,USISTEF: Funding Opportunity Announcement for Start-ups,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,02/05/2018,15/06/2018,CLOSED,Official closing date is before the verification date.,STARTUP_RELEVANT,Explicit title evidence: start-up.,UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/usistef-funding-opportunity-announcement-start-ups,,https://dst.gov.in/archive-call-for-proposals?page=3,CALL_INDEX_CONTAINER,14,2026-07-10T09:24:29+00:00,,,,,,,,,,,,
dst_call_ba08ca78b647173741dd,DST,Indo-Russia joint Research Call 2021,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,15/03/2021,15/06/2021,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/indo-russia-joint-research-call-2021,https://dst.gov.in/sites/default/files/DST-RSF%20Call%202021%20Guidelines.pdf,https://dst.gov.in/archive-call-for-proposals?page=9,CALL_INDEX_CONTAINER,18,2026-07-10T09:24:36+00:00,,,,,,,,,,,,
dst_call_0dc0b328235ee567fa3e,DST,DST-RSF joint call 2023,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,27/03/2023,15/06/2023,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/dst-rsf-joint-call-2023,https://dst.gov.in/sites/default/files/DST-RSF%20Call%202023%20Guidelines.pdf,https://dst.gov.in/archive-call-for-proposals?page=13,CALL_INDEX_CONTAINER,6,2026-07-10T09:24:57+00:00,,,,,,,,,,,,
dst_call_cfd7f30c2469500b5e66,DST,भारत-रूस संयुक्ता अनुसंधान प्रस्तासव आह्वान 2023,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,27/03/2023,15/06/2023,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/hi/callforproposals/%E0%A4%AD%E0%A4%BE%E0%A4%B0%E0%A4%A4-%E0%A4%B0%E0%A5%82%E0%A4%B8-%E0%A4%B8%E0%A4%82%E0%A4%AF%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4%E0%A4%BE-%E0%A4%85%E0%A4%A8%E0%A5%81%E0%A4%B8%E0%A4%82%E0%A4%A7%E0%A4%BE%E0%A4%A8-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%B8%E0%A4%B5-%E0%A4%86%E0%A4%B9%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%A8-2023,https://dst.gov.in/sites/default/files/Indo-Russian%20Joint%20Research%202023%20-Hindi.pdf,https://dst.gov.in/archive-call-for-proposals?page=13,CALL_INDEX_CONTAINER,7,2026-07-10T09:24:57+00:00,,,,,,,,,,,,
dst_call_cfe4e05ed6354ac56c4f,DST,"Call for proposal under Cognitive Science Research Initiative (CSRI), Last date extended till 15th June, 2024",CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,16/04/2024,15/06/2024,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/call-proposal-under-cognitive-science-research-initiative-csri-last-date-extended,,https://dst.gov.in/archive-call-for-proposals?page=14,CALL_INDEX_CONTAINER,14,2026-07-10T09:24:57+00:00,,,,,,,,,,,,
dst_call_b2ec9714a09245740f23,DST,Invites Science and Technology Project Proposals - Ministry of Mines,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,29/06/2017,15/07/2017,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/invites-science-and-technology-project-proposals-ministry-mines,https://dst.gov.in/sites/default/files/announcementst21062017.pdf,https://dst.gov.in/archive-call-for-proposals?page=1,CALL_INDEX_CONTAINER,5,2026-07-10T09:24:27+00:00,,,,,,,,,,,,
dst_call_9538da5c9c02e2a99d49,DST,Call for Oriented Research & Technology Development Proposals on Hydrogen and Fuel Cell (HFC) - 2018,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,10/05/2018,15/07/2018,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",SPECIFIC,Renewable Energy & Energy Storage,,Official call evidence contains Renewable Energy & Energy Storage: hydrogen.,false,https://dst.gov.in/callforproposals/call-oriented-research-technology-development-proposals-hydrogen-and-fuel-cell-hfc,https://dst.gov.in/sites/default/files/HFC-2018.pdf,https://dst.gov.in/archive-call-for-proposals?page=3,CALL_INDEX_CONTAINER,17,2026-07-10T09:24:29+00:00,,,,,,,,,,,,
dst_call_33d9ff0a1b13a1ba21d3,DST,"Initiative in Coordinated Programme for Arid, Semi Arid and Cold Desert Regions(ASACODER)",CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,05/06/2018,15/07/2018,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/initiative-coordinated-programme-arid-semi-arid-and-cold-desert-regionsasacoder,https://dst.gov.in/sites/default/files/Advt.%20DST%202%20Jun%202018.compressed.pdf,https://dst.gov.in/archive-call-for-proposals?page=3,CALL_INDEX_CONTAINER,18,2026-07-10T09:24:29+00:00,,,,,,,,,,,,
dst_call_739aa3e87374ca590eae,DST,NIDHI ACCELERATOR call,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,dst_programme_nidhi_accelerator,ALIAS_MATCH,Matched authoritative alias: NIDHI-Accelerator.,24/06/2021,15/07/2021,CLOSED,Official closing date is before the verification date.,STARTUP_RELEVANT,Explicit title evidence: nidhi.,UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/nidhi-accelerator-call,https://dst.gov.in/sites/default/files/NIDHI%20ACCELERATOR%20call.pdf,https://dst.gov.in/archive-call-for-proposals?page=10,CALL_INDEX_CONTAINER,3,2026-07-10T09:24:37+00:00,,,,,,,,,,,,
dst_call_31156c826399201fe458,DST,"Advanced Hydrogen and Fuel Cell Programme (AHFC) - Date extended till 15 August, 2021",CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,04/06/2021,15/08/2021,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",SPECIFIC,Renewable Energy & Energy Storage,,Official call evidence contains Renewable Energy & Energy Storage: hydrogen.,false,https://dst.gov.in/callforproposals/advanced-hydrogen-and-fuel-cell-programme-ahfc-date-extended-till-15-august-2021,https://dst.gov.in/sites/default/files/Revised%20AHFC%20Call-2021.pdf,https://dst.gov.in/archive-call-for-proposals?page=10,CALL_INDEX_CONTAINER,7,2026-07-10T09:24:37+00:00,,,,,,,,,,,,
dst_call_df615fd42ad3dfbc33fd,DST,Funding Opportunity Announcement (FOA) in Carbon Capture Innovation Challenge (IC3),CALL_INSTANCE,CHALLENGE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,05/07/2018,15/09/2018,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/funding-opportunity-announcement-foa-carbon-capture-innovation-challenge-ic3,https://dst.gov.in/sites/default/files/1.%20IC%233%20advertisement_0.pdf,https://dst.gov.in/archive-call-for-proposals?page=4,CALL_INDEX_CONTAINER,10,2026-07-10T09:24:30+00:00,,,,,,,,,,,,
dst_call_981093426c922d5017e7,DST,India-Belarus Joint Call for Proposals,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,09/07/2022,15/09/2022,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/india-belarus-joint-call-proposals-0,https://dst.gov.in/sites/default/files/Final%20Call%202022%20Belarus.pdf,https://dst.gov.in/archive-call-for-proposals?page=12,CALL_INDEX_CONTAINER,2,2026-07-10T09:24:39+00:00,,,,,,,,,,,,
dst_call_b5790bbe457b0bf697f6,DST,Indo-Finnish Joint Call for Mobility of Researchers,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,04/09/2018,15/10/2018,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/indo-finnish-joint-call-mobility-researchers,https://dst.gov.in/sites/default/files/Indo-Finish%20Joint%20Call_Mobility%20of%20Researchers.pdf,https://dst.gov.in/archive-call-for-proposals?page=4,CALL_INDEX_CONTAINER,15,2026-07-10T09:24:30+00:00,,,,,,,,,,,,
dst_call_776a2084c48970b4590e,DST,Call for proposals for BDTD Programme of TDT Division,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,07/09/2020,15/10/2020,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/call-proposals-bdtd-programme-tdt-division,https://dst.gov.in/sites/default/files/BDTD%20FORMAT.pdf,https://dst.gov.in/archive-call-for-proposals?page=8,CALL_INDEX_CONTAINER,13,2026-07-10T09:24:34+00:00,,,,,,,,,,,,
